Nº OCORRÊNCIA;DATA DO FATO;HORA DO FATO;TIPO OBJETO;ACAO OBJETO;GRUPO DE INCIDENTE;TIPO DE INCIDENTE;UF;MUNICIPIO;BAIRRO;LOGRADOURO;TIPO DE LOCAL;TIPO;MARCA;MODELO;COR VEICULO
54356808;22/04/2024;11:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;VITORIA;VILA RUBIM;RUA PEDRO NOLASCO;VEICULO;Sem Informacao (Tipo);MOTOROLA;MOTO E22;Sem Informacao (Cor)
54356882;22/04/2024;Indeterminada;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;COLATINA;HONORIO FRAGA;Sem Informacao;VEICULO;Sem Informacao (Tipo);SAMSUNG;GALAXI A14;Sem Informacao (Cor)
54357256;22/04/2024;12:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;VITORIA;VILA RUBIM;Sem Informacao;VEICULO;Sem Informacao (Tipo);SAMSUNG;SAMSUNG GALAXY A11;Sem Informacao (Cor)
54357410;22/04/2024;20:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CARIACICA;NOVA ROSA DA PENHA;RUA NOVENTA E TRES;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO E 20;Sem Informacao (Cor)
54357410;22/04/2024;20:30:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CARIACICA;NOVA ROSA DA PENHA;RUA NOVENTA E TRES;VIA PUBLICA;MOTOCICLETA;HONDA;CG 150 TITAN KS;VERMELHO
54358341;22/04/2024;23:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;SAO JUDAS TADEU;RUA TRAVESSA SANTOS PINTO 1;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 13- 128GB;Sem Informacao (Cor)
54363401;22/04/2024;13:20:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SERRA;CARAPINA I;Sem Informacao;INDUSTRIA;Sem Informacao (Tipo);ULTIMATE;ARO 29;Sem Informacao (Cor)
54365338;22/04/2024;20:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;SERRA;JARDIM LIMOEIRO;RUA PEDRO ZANGRANDI;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A 30S;Sem Informacao (Cor)
54365338;22/04/2024;20:30:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;SERRA;JARDIM LIMOEIRO;RUA PEDRO ZANGRANDI;VIA PUBLICA;AUTOMOVEL;CHEVROLET;VECTRA GL;PRATA
54365604;22/04/2024;13:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;SERRA;JARDIM LIMOEIRO;Sem Informacao;VEICULO;Sem Informacao (Tipo);OUTROS;Sem Informacao (Modelo);Sem Informacao (Cor)
54365604;22/04/2024;13:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;SERRA;JARDIM LIMOEIRO;Sem Informacao;VEICULO;Sem Informacao (Tipo);OUTROS;Sem Informacao (Modelo);Sem Informacao (Cor)
54374082;22/04/2024;Indeterminada;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;SERRA;CENTRAL CARAPINA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY A03 CORE 32GB PRETO;Sem Informacao (Cor)
54384769;22/04/2024;18:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV. ELDES SCHERRER SOUZA;COMERCIO;Sem Informacao (Tipo);XIAOMI;2201116PG;Sem Informacao (Cor)
54384769;22/04/2024;18:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV. ELDES SCHERRER SOUZA;COMERCIO;Sem Informacao (Tipo);XIAOMI;220733SL;Sem Informacao (Cor)
54401394;22/04/2024;11:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;CARIACICA;CAMPO GRANDE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;Sem Informacao (Modelo);Sem Informacao (Cor)
54402407;22/04/2024;11:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;CARIACICA;CAMPO GRANDE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 12 PRO MAX DOURADO;Sem Informacao (Cor)
54409296;22/04/2024;10:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;SERRA;OUTRO LOCAL;Sem Informacao;OUTRO LOCAL;Sem Informacao (Tipo);SAMSUNG;VERMELHO;Sem Informacao (Cor)
54417884;22/04/2024;01:59:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;VITORIA;JARDIM DA PENHA;RUA LUDWIC MACAL;RESIDENCIA;Sem Informacao (Tipo);SOUL;500sl;Sem Informacao (Cor)
54470149;22/04/2024;17:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;BARRA DO JUCU;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO E22 128G AZUL;Sem Informacao (Cor)
54354745;23/04/2024;08:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;VILA VELHA;COBILANDIA;RUA OTAVIO BORIM;VIA PUBLICA;CAMINHONETE;FIAT;STRADA HD WK CC E;PRATA
54354918;23/04/2024;Indeterminada;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;VITORIA;JARDIM CAMBURI;RUA ORLANDO CALIMAN;RESIDENCIA;Sem Informacao (Tipo);SOUL;SOUL;Sem Informacao (Cor)
54355683;23/04/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;PANCAS;CENTRO;RUA VIRGINIA M DOS SANTOS;RESIDENCIA;MOTOCICLETA;HONDA;CG 125 FAN KS;PRETO
54356080;23/04/2024;06:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;VITORIA;GOIABEIRAS;ROD DAS PANELEIRAS;EMBARCACAO;Sem Informacao (Tipo);XIAOMI;POCO X4 PRO;Sem Informacao (Cor)
54356161;23/04/2024;09:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: AUTOMOTOR;ES;SERRA;SOLAR DE ANCHIETA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G;Sem Informacao (Cor)
54356161;23/04/2024;09:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: AUTOMOTOR;ES;SERRA;SOLAR DE ANCHIETA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;Sem Informacao (Modelo);Sem Informacao (Cor)
54356161;23/04/2024;09:40:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: AUTOMOTOR;ES;SERRA;SOLAR DE ANCHIETA;Sem Informacao;VIA PUBLICA;CAMINHONETE;HYUNDAI;HR HDB;BRANCO
54356464;23/04/2024;09:15:00;BICICLETA;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;CENTRO VILA VELHA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);OGGI;Hacker Aro 29;Sem Informacao (Cor)
54356467;23/04/2024;10:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;MARATAIZES;CIDADE NOVA;Sem Informacao;REPARTICAO PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY A05S;Sem Informacao (Cor)
54357296;23/04/2024;14:00:00;VEICULO;FURTADO;OCORRENCIAS DIVERSAS/ASSISTENCIAIS;OCORRENCIAS DIVERSAS/ASSISTENCIAIS: VEICULO RECUPERADO;ES;SOORETAMA;CENTRO;AV VISTA ALEGRE;VIA PUBLICA;MOTOCICLETA;HONDA;POP100;PRETO
54357467;23/04/2024;06:25:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;PARQUE MOSCOSO;RUA PRESIDENTE PEDREIRA;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 11 PRO MAX;Sem Informacao (Cor)
54357635;23/04/2024;04:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: AUTOMOTOR;ES;SERRA;MANOEL PLAZA;ROD NORTE SUL;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G10;Sem Informacao (Cor)
54357635;23/04/2024;04:30:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: AUTOMOTOR;ES;SERRA;MANOEL PLAZA;ROD NORTE SUL;VIA PUBLICA;MOTOCICLETA;HONDA;CB 300R;PRETO
54358142;23/04/2024;14:30:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: CICLOMOTOR;ES;SERRA;BAIRRO DAS LARANJEIRAS;AV ABDO SAAD;VIA PUBLICA;MOTOCICLETA;HONDA;NXR 160 BROS;VERMELHO
54358488;23/04/2024;08:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;CENTRO;Rua Pedro Palacios;HOSPITAL;Sem Informacao (Tipo);SAMSUNG;Sem Informacao (Modelo);Sem Informacao (Cor)
54359257;23/04/2024;05:30:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;NOVA CARAPINA II;RUA CONSELHEIRO PENA;VIA PUBLICA;CAMINHAO;FORD;CARGO 815 N;BRANCO
54360661;23/04/2024;18:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;LARANJEIRAS VELHA;AVENIDA JOSE DE ALENCAR;VIA PUBLICA;MOTOCICLETA;HONDA;XRE 300;CINZA
54361097;23/04/2024;20:20:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CARIACICA;VILA CAPIXABA;RUA CACHOEIRO DE ITAPEMIRIM;VIA PUBLICA;CAMINHONETE;TOYOTA;HILUX CDLOWM4FD;BRANCO
54361128;23/04/2024;20:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;VALE ESPERANCA;AV CENTRAL;VIA PUBLICA;Sem Informacao (Tipo);OUTROS;MULTILAZER;Sem Informacao (Cor)
54361128;23/04/2024;20:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;VALE ESPERANCA;AV CENTRAL;VIA PUBLICA;Sem Informacao (Tipo);MULTILASER;MULTILASER  G MAX 2 64 GB PRETO;Sem Informacao (Cor)
54361254;23/04/2024;20:30:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;VITORIA;JARDIM CAMBURI;AV DANTE MICHELINE;VIA PUBLICA;MOTOCICLETA;HONDA;CG 160 FAN;VERMELHO
54361341;23/04/2024;18:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;JARDIM LIMOEIRO;AV GUARAPARI;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;G30;Sem Informacao (Cor)
54361341;23/04/2024;18:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;JARDIM LIMOEIRO;AV GUARAPARI;VIA PUBLICA;Sem Informacao (Tipo);OUTROS;8PLUS;Sem Informacao (Cor)
54361367;23/04/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;LARANJEIRAS VELHA;AVENIDA ELDES SCHERRER SOUZA;VIA PUBLICA;MOTOCICLETA;HONDA;CG 160 FAN;PRETO
54362080;23/04/2024;21:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;VILA VELHA;NOVA AMERICA;Sem Informacao;OUTRO LOCAL;Sem Informacao (Tipo);MOTOROLA;E22;Sem Informacao (Cor)
54362080;23/04/2024;21:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;VILA VELHA;NOVA AMERICA;Sem Informacao;OUTRO LOCAL;Sem Informacao (Tipo);OUTROS;Sem Informacao (Modelo);Sem Informacao (Cor)
54362152;23/04/2024;23:30:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;BR 101;VIA PUBLICA;AUTOMOVEL;TOYOTA;COROLLA;VERMELHO
54362184;23/04/2024;20:30:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: AUTOMOTOR;ES;VILA VELHA;VALE ENCANTADO;RODOVIA LESTE OESTE;VIA PUBLICA;AUTOMOVEL;HONDA;CITY LX FLEX;CINZA
54362343;23/04/2024;23:40:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CARIACICA;SANTA CECILIA;AVENIDA NOSSA SENHORA DA PENHA;VIA PUBLICA;CICLOMOTOR;MOTTUS;MOTTOCA SX;PRETO
54363156;23/04/2024;08:18:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;UNIVERSITARIO;RUA PRIMAVERA;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 13;Sem Informacao (Cor)
54363170;23/04/2024;18:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;VITORIA;CENTRO;AV. MARECHAL MASCARENHAS DE MORAES;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G 8 AZUL ESCURO;Sem Informacao (Cor)
54363349;23/04/2024;06:54:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM TRANSPORTE COLETIVO;ES;SERRA;CARAPINA;Sem Informacao;VEICULO;Sem Informacao (Tipo);XIAOMI;REDMI NOTE 11S GRAPHITE GRAY;Sem Informacao (Cor)
54363428;23/04/2024;19:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;ANDORINHAS;RUA DONA ROSA;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;Sem Informacao (Modelo);Sem Informacao (Cor)
54363521;23/04/2024;17:20:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;SAO MATEUS;SANTA MARIA;ES 418 - ESTRADA ITAUNINHAS-BIRIRICAS;VIA PUBLICA;CAMINHONETE;FIAT;TORO FREEDOM AT9;BRANCO
54363572;23/04/2024;06:35:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;JABOUR;AVENIDA FERNANDO FERRARI;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 13 MEIA NOITE 128 GB;Sem Informacao (Cor)
54363576;23/04/2024;11:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;SERRA;CARAPINA I;Sem Informacao;VEICULO;Sem Informacao (Tipo);SAMSUNG;J8;Sem Informacao (Cor)
54363606;23/04/2024;21:55:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;EURICO SALLES;AVENIDA JOAO PALACIOS;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;S21FE;Sem Informacao (Cor)
54363631;23/04/2024;17:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;CASTELANDIA;RUA TALMA RODRIGUES RIBEIRO;VIA PUBLICA;MOTOCICLETA;HONDA;CG 125 FAN ES;AZUL
54364195;23/04/2024;21:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;ALECRIM;RUA CLETO CORREA NETO;VIA PUBLICA;Sem Informacao (Tipo);OUTROS;REALME C67;Sem Informacao (Cor)
54364406;23/04/2024;19:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CASTELO BRANCO;RUA PRINCIPAL;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;Sem Informacao (Modelo);Sem Informacao (Cor)
54364550;23/04/2024;22:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: AUTOMOTOR: PARTICULAR;ES;MARATAIZES;OUTRO LOCAL;CAPINZAL;RESIDENCIA;AUTOMOVEL;FIAT;PALIO FIRE;BRANCO
54365058;23/04/2024;06:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;SERRA DOURADA II;PORTO DOURADO;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTOG 6 PLUS;Sem Informacao (Cor)
54365492;23/04/2024;21:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;CARIACICA;VERA CRUZ;RODOVIA ALICE COUTINHO;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 12;Sem Informacao (Cor)
54365527;23/04/2024;19:42:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;SAO JOSE;RUA CENTRAL;OUTRO LOCAL;Sem Informacao (Tipo);APPLE;IPHONE 13 BRANCO;Sem Informacao (Cor)
54365534;23/04/2024;20:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM ESTABELECIMENTO COMERCIAL;ES;VILA VELHA;BARRAMARES;AVENIDA AMARAL PEIXOTO;COMERCIO;Sem Informacao (Tipo);KRW;shimano tz;Sem Informacao (Cor)
54365570;23/04/2024;19:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;VILA VELHA;ARACAS;BOGOTA;VEICULO;Sem Informacao (Tipo);MOTOROLA;MOTOROLA EDGE 20 LITE;Sem Informacao (Cor)
54365662;23/04/2024;07:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;SANTO ANTONIO;AVENIDA SAO PAULO;VIA PUBLICA;Sem Informacao (Tipo);LG;Sem Informacao (Modelo);Sem Informacao (Cor)
54365708;23/04/2024;21:45:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;RIO MARINHO;AV. PRINCIPAL;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE;Sem Informacao (Cor)
54365708;23/04/2024;21:45:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;RIO MARINHO;AV. PRINCIPAL;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;G8;Sem Informacao (Cor)
54366093;23/04/2024;15:41:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;CAMPINHO DA SERRA II;AVENIDA;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 8 PLUS;Sem Informacao (Cor)
54366413;23/04/2024;22:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;BAIXO GUANDU;CENTRO;PRACA SAO PEDRO;VIA PUBLICA;Sem Informacao (Tipo);OUTROS;REALME C55;Sem Informacao (Cor)
54366702;23/04/2024;07:30:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;ITARARE;RUA ARLINDO SODRE;VIA PUBLICA;Sem Informacao (Tipo);ECLIPSE;.;Sem Informacao (Cor)
54366841;23/04/2024;08:20:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;PINHEIROS;COLINA;RUA CONSOLACAO;RESIDENCIA;Sem Informacao (Tipo);MOTOROLA;MOTO G 31;Sem Informacao (Cor)
54366906;23/04/2024;11:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A 31;Sem Informacao (Cor)
54367116;23/04/2024;12:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SAO MATEUS;CENTRO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);OUTROS;Sem Informacao (Modelo);Sem Informacao (Cor)
54367945;23/04/2024;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;BAIRRO DAS LARANJEIRAS;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDIMI NOTE 6;Sem Informacao (Cor)
54368107;23/04/2024;19:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;ARACAS;RUA ASSUNCAO;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 11;Sem Informacao (Cor)
54371637;23/04/2024;19:53:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;VILA VELHA;ALECRIM;R. FELICIDADE SIQUEIRA;COMERCIO;Sem Informacao (Tipo); spaceline;ARO 29;Sem Informacao (Cor)
54374002;23/04/2024;00:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM ESTABELECIMENTO COMERCIAL;ES;VILA VELHA;JOCKEY DE ITAPARICA;RODOVIA DO SOL;COMERCIO;Sem Informacao (Tipo);SAMSUNG;SAMSUNG GALAXY S235G 128GB;Sem Informacao (Cor)
54374724;23/04/2024;12:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;ITAPOA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO E22;Sem Informacao (Cor)
